id,lat,lon,state,station
3926061586,48.8167322,9.2195103,Baden-Wurttemberg,waste transfer stations
8452544602,49.4364888,8.6419726,Baden-Wurttemberg,waste transfer stations
8770166968,48.9676022,9.4808759,Baden-Wurttemberg,waste transfer stations
9236370879,48.9310239,9.4418217,Baden-Wurttemberg,waste transfer stations
22998986,,,Baden-Wurttemberg,waste transfer stations
130765517,,,Baden-Wurttemberg,waste transfer stations
182513600,,,Baden-Wurttemberg,waste transfer stations
311177181,,,Baden-Wurttemberg,waste transfer stations
312453943,,,Baden-Wurttemberg,waste transfer stations
312453946,,,Baden-Wurttemberg,waste transfer stations
312453947,,,Baden-Wurttemberg,waste transfer stations
312453951,,,Baden-Wurttemberg,waste transfer stations
312453965,,,Baden-Wurttemberg,waste transfer stations
312453966,,,Baden-Wurttemberg,waste transfer stations
312453968,,,Baden-Wurttemberg,waste transfer stations
312453970,,,Baden-Wurttemberg,waste transfer stations
312453972,,,Baden-Wurttemberg,waste transfer stations
312453973,,,Baden-Wurttemberg,waste transfer stations
312453975,,,Baden-Wurttemberg,waste transfer stations
384865118,,,Baden-Wurttemberg,waste transfer stations
393872057,,,Baden-Wurttemberg,waste transfer stations
529540624,,,Baden-Wurttemberg,waste transfer stations
666696835,,,Baden-Wurttemberg,waste transfer stations
740843872,,,Baden-Wurttemberg,waste transfer stations
1176591902,,,Baden-Wurttemberg,waste transfer stations
1179876326,,,Baden-Wurttemberg,waste transfer stations
1179876327,,,Baden-Wurttemberg,waste transfer stations
3600062611,,,Baden-Wurttemberg,waste transfer stations
1928718086,48.2382444,9.222871,Baden-Wurttemberg,waste transfer stations
1928718091,48.2381993,9.2230846,Baden-Wurttemberg,waste transfer stations
1928718092,48.2387872,9.2234381,Baden-Wurttemberg,waste transfer stations
1928718093,48.2385568,9.2230601,Baden-Wurttemberg,waste transfer stations
1928718095,48.2381568,9.2230167,Baden-Wurttemberg,waste transfer stations
2206487521,48.2388164,9.2233015,Baden-Wurttemberg,waste transfer stations
5003262719,48.2384914,9.2232377,Baden-Wurttemberg,waste transfer stations
5004420080,48.2387977,9.2234013,Baden-Wurttemberg,waste transfer stations
145023131,49.0192437,8.3295921,Baden-Wurttemberg,waste transfer stations
